,uri,track,duration_ms,explicit,track_number,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
39,spotify:track:66tOfHVH3aUrscg8vExRV4,dorothea,225880,False,8,Taylor Swift,evermore (deluxe version),0.605,0.488,4,-8.322,0.0264,0.696,0.0,0.129,0.354,119.966,64,"Hey, Dorothea, do you ever stop and think about me?When we were younger down in the parkHoney, making a lark of the miseryYou got shiny friends since you left townA tiny screen's the only place I see you nowAnd I got nothing but well wishes for yaOoh, this place is the same as it ever wasOoh, but you won't like it that wayIt's never too late to come back to my sideThe stars in your eyes shined brighter in TupeloAnd if you're ever tired of bеing known for who you knowYou know that you'll always know me, Dorothea (Uh-uh)Dorothea (Ah-ah)Ooh, you'rе a queen sellin' dreams, sellin' makeup and magazinesOoh, from you, I'd buy anythingHey, Dorothea, do you ever stop and think about me?When it was calmer, skipping the prom just to piss off your mom and her pageant schemesAnd damn, Dorothea, they all wanna be yaBut are you still the same soul I met under the bleachers? Well"
40,spotify:track:2awNGIJHodfLZSClB3PYhz,coney island (feat. The National),275320,False,9,Taylor Swift,evermore (deluxe version),0.537,0.537,8,-11.266,0.0617,0.819,0.000904,0.142,0.292,107.895,64,
41,spotify:track:43Ykum9T72UOPhBN31grpN,ivy,260440,True,10,Taylor Swift,evermore (deluxe version),0.515,0.545,2,-9.277,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,65,"​ivy Lyrics How's one to know? I'd meet you where the spirit meets the bones In a faith-forgotten land In from the snow Your touch brought forth an incandescent glow Tarnished but so grand And the old widow goes to the stone every day But I don't, I just sit here and wait Grieving for the living Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but it's been promised to another Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered in you I wish to know The fatal flaw that makes you long to be Magnificently cursed He's in the room Your opal eyes are all I wish to see He wants what's only yours Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but it's been promised to another Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered Clover blooms in the fields Spring breaks loose, the time is near What would he do if he found us out? Crescent moon, coast is clear Spring breaks loose, but so does fear He's gonna burn this house to the ground How's one to know? I'd live and die for moments that we stole On begged and borrowed time So tell me to run Or dare to sit and watch what we'll become And drink my husband's wine Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but it's been promised to another Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered in you And I'm covered in you So yeah, it's a fire It's a goddamn blaze in the dark And you started it You started it So yeah, it's a war It's the goddamn fight of my life And you started it You started it Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered In you, in you Now I'm covered in you In you"
42,spotify:track:52OkpDsU6MmPx1AwGOb6Ap,cowboy like me,275040,True,11,Taylor Swift,evermore (deluxe version),0.604,0.517,0,-9.014,0.0347,0.768,0.000155,0.123,0.511,127.967,64,"​cowboy like me Lyrics And the tennis court was covered up With some tent-like thing And you asked me to dance But I said, Dancin' is a dangerous game Oh, I thought This is gonna be one of those things Now I know I'm never gonna love again I've got some tricks up my sleeve Takes one to know one You're a cowboy like me Never wanted love Just a fancy car Now I'm waiting by the phone Like I'm sitting in an airport bar You had some tricks up your sleeve Takes one to know one You're a cowboy like me Perched in the dark Telling all the rich folks anything they wanna hear Like it could be love I could be the way forward Only if they pay for it You're a bandit like me Eyes full of stars Hustling for the good life Never thought I'd meet you here It could be love We could be the way forward And I know I'll pay for it You're a cowboy like me Perched in the dark Telling all the rich folks anything they wanna hear Like it could be love I could be the way forward Only if they pay for it You're a bandit like me Eyes full of stars Hustling for the good life Never thought I'd meet you here It could be love We could be the way forward And I know I'll pay for it And the skeletons in both our closets Plotted hard to fuck this up And the old men that I've swindled Really did believe I was the one And the ladies lunching have their stories about When you passed through town But that was all before I locked it down Now you hang from my lips Like the Gardens of Babylon With your boots beneath my bed Forever is the sweetest con I've had some tricks up my sleeve Takes one to know one You're a cowboy like me And I'm never gonna love again I'm never gonna love again I'm never gonna love again"
43,spotify:track:5VYWxXUpxuxEmCqMLDqICo,long story short,215920,False,12,Taylor Swift,evermore (deluxe version),0.546,0.73,0,-7.704,0.0417,0.66,0.179,0.0972,0.573,157.895,64,"FatefullyI tried to pick my battles 'til the battle picked meMiseryLike the war of words I shouted in my sleepAnd you passed right byI was in the alley, surrounded on all sidesThe knife cuts both waysIf the shoe fits, walk in it 'til your high heels breakAnd I fell from the pedestalRight down the rabbit holeLong story short, it was a bad timePushed from the precipiceClung to the nearest lipsLong story short, it was the wrong guyNow I'm all about youI'm all about you, ahYeah, yeahI'm all about you, ahYeah, yeahActuallyI always felt I must look better in the rear viewMissing meAt the golden gates they once held the keys toWhen I dropped my swordI threw it in the bushes and knocked on your doorAnd we live in peaceBut if someone comes at us, this time, I'm ready"
44,spotify:track:5uICWmZTLkpEVbK22PBP6e,marjorie,257773,False,13,Taylor Swift,evermore (deluxe version),0.535,0.561,5,-11.609,0.0484,0.876,0.000136,0.115,0.287,96.103,63,"​marjorie Lyrics Never be so kind You forget to be clever Never be so clever You forget to be kind And if I didn't know better I'd think you were talking to me now If I didn't know better I'd think you were still around What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive Never be so politе You forget your power Nevеr wield such power You forget to be polite And if I didn't know better I'd think you were listening to me now If I didn't know better I'd think you were still around What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive The autumn chill that wakes me up You loved the amber skies so much Long limbs and frozen swims You'd always go past where our feet could touch And I complained the whole way there The car ride back and up the stairs I should've asked you questions I should've asked you how to be Asked you to write it down for me Should've kept every grocery store receipt 'Cause every scrap of you would be taken from me Watched as you signed your name Marjorie All your closets of backlogged dreams And how you left them all to me What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive And if I didn't know better I'd think you were singing to me now If I didn't know better I'd think you were still around I know better But I still feel you all around I know better But you're still around"
45,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6,closure,180653,False,14,Taylor Swift,evermore (deluxe version),0.689,0.704,9,-10.813,0.245,0.835,4.83e-06,0.134,0.92,151.884,62,"It's been a long timeAnd seeing the shape of your nameStill spells out painIt wasn't rightThe way it all went downLooks like you know that nowYes, I got your letterYes, I'm doing betterIt cut deep to know ya, right to the boneYes, I got your letterYes, I'm doing betterI know that it's over, I don't need yourClosure, your closureDon't treat me likeSome situation that needs to be handledI'm fine with my spiteAnd my tears, and my beers and my candlesI can feel you smoothing me overYes, I got your letterYes, I'm doing bettеrIt cut deep to know ya, right to the boneYes, I got your lеtterYes, I'm doing betterI know that it's over, I don't need yourClosure, your closureYour closure, your closure"
46,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H,evermore (feat. Bon Iver),304106,False,15,Taylor Swift,evermore (deluxe version),0.39,0.27,1,-10.673,0.0308,0.937,0.00227,0.111,0.32,125.177,64,
47,spotify:track:3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,245026,False,16,Taylor Swift,evermore (deluxe version),0.581,0.619,10,-6.524,0.0282,0.769,0.000106,0.117,0.645,137.915,72,
48,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,it’s time to go - bonus track,254640,False,17,Taylor Swift,evermore (deluxe version),0.592,0.41,0,-12.426,0.0397,0.801,1.39e-05,0.09,0.416,151.923,68,
49,spotify:track:0lx2cLdOt3piJbcaXIV74f,willow,214706,False,1,Taylor Swift,evermore,0.392,0.574,7,-9.195,0.17,0.833,0.00179,0.145,0.529,81.112,80,"I'm like the water when your ship rolled in that nightRough on the surface, but you cut through like a knifeAnd if it was an open-shut caseI never would've known from that look on your faceLost in your current like a priceless wineThe more that you say, the less I knowWherever you stray, I followI'm begging for you to take my handWreck my plans, that's my manLife was a willow and it bent right to your windHead on the pillow, I could feel you sneakin' inAs if you were a mythical thingLike you were a trophy or a champion ringAnd there was one prize I'd cheat to winThe more that you say, the less I knowWherever you stray, I followI'm begging for you to take my handWreck my plans, that's my manYou know that my train could take you homeAnywhere else is hollowI'm begging for you to take my handWreck my plans, that's my man"
50,spotify:track:0sY6ZUTh4yoctD8VIXz339,champagne problems,244000,True,2,Taylor Swift,evermore,0.462,0.24,0,-12.077,0.0377,0.92,0.0,0.113,0.32,171.319,79,"You booked the night train for a reasonSo you could sit there in this hurtBustling crowds or silent sleepersYou're not sure which is worseBecause I dropped your hand while dancingLeft you out there standingCrestfallen on the landingChampagne problemsYour mom's ring in your pocketMy picture in your walletYour heart was glass, I dropped itChampagne problemsYou told your family for a reasonYou couldn't keep it inYour sister splashed out on the bottleNow no one's celebratingDom Pérignon, you brought itNo crowd of friends applaudedYour hometown skeptics called itChampagne problemsYou had a speech, you're speechlessLove slipped beyond your reachesAnd I couldn't give a reasonChampagne problems"
51,spotify:track:5BK0uqwY9DNfZ630STAEaq,gold rush,185320,True,3,Taylor Swift,evermore,0.512,0.462,9,-10.491,0.0408,0.83,0.166,0.121,0.353,112.05,72,"Gleaming, twinklingEyes like sinking ships on watersSo inviting, I almost jump inBut I don't like a gold rush, gold rushI don't like anticipatin' my face in a red flushI don't like that anyone would die to feel your touchEverybody wants youEverybody wonders what it would be like to love youWalk past, quick brushI don't like slow motion, double vision in rose blushI don't like that falling feels like flying 'til the bone crushEverybody wants youBut I don't like a gold rushWhat must it be like to grow up that beautiful?With your hair falling into place like dominoesI see me padding across your wooden floorsWith my Eagles t-shirt hanging from the doorAt dinner parties, I call you out on your contrarian shitAnd the coastal town we wandered 'round had nеver seen a love as pure as itAnd thеn it fades into the gray of my day-old tea'Cause it could never be"
52,spotify:track:7dW84mWkdWE5a6lFWxJCBG,‘tis the damn season,229840,False,4,Taylor Swift,evermore,0.575,0.434,5,-8.193,0.0312,0.735,6.59e-05,0.105,0.348,145.916,69,
53,spotify:track:0PurA4JVJ8YQgSVopY8fn6,tolerate it,245440,True,5,Taylor Swift,evermore,0.316,0.361,9,-10.381,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,69,"​tolerate it Lyrics I sit and watch you reading with your head low I wake and watch you breathing with your eyes closed I sit and watch you I notice everything you do or don't do You're so much older and wiser, and I I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it I greet you with a battle hero's welcome I take your indiscretions all in good fun I sit and listеn, I polish plates until they gleam and glistеn You're so much older and wiser and I I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it While you were out building other worlds, where was I? Where's that man who'd throw blankets over my barbed wire? I made you my temple, my mural, my sky Now I'm begging for footnotes in the story of your life Drawing hearts in the byline Always taking up too much space or time You assume I'm fine, but what would you do if I Break free and leave us in ruins Took this dagger in me and removed it Gain the weight of you, then lose it Believe me, I could do it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it I sit and watch you"
54,spotify:track:3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",215626,False,6,Taylor Swift,evermore,0.546,0.613,7,-7.589,0.0264,0.418,0.0,0.103,0.535,79.015,70,
55,spotify:track:73YUReisjb3A9ActdLLjJQ,happiness,315146,True,7,Taylor Swift,evermore,0.559,0.334,11,-10.733,0.0376,0.87,0.0,0.114,0.211,122.079,67,"Honey, when I'm above the treesI see this for what it isBut now I'm right down in it, all the years I've givenIs just shit we're dividin' upShowed you all of my hiding spotsI was dancing when the music stoppedAnd in the disbelief, I can't face reinventionI haven't met the new me yetThere'll be happiness after youBut there was happiness because of youBoth of these things can be trueThere is happinessPast the blood and bruisePast the curses and criesBeyond the terror in the nightfallHaunted by the look in my eyesThat would've loved you for a lifetimeLeave it all behindAnd there is happinessTell me, when did your winning smileBegin to look like a smirk?When did all our lessons start to look like weaponsPointed at my deepest hurt?I hope she'll be a beautiful foolWho takes my spot next to youNo, I didn't mean thatSorry, I can't see facts through all of my furyYou haven't met the new me yet"
56,spotify:track:670fUmXf4KQekzbEgaXyPA,dorothea,225880,False,8,Taylor Swift,evermore,0.605,0.488,4,-8.322,0.0264,0.696,0.0,0.129,0.354,119.966,65,"Hey, Dorothea, do you ever stop and think about me?When we were younger down in the parkHoney, making a lark of the miseryYou got shiny friends since you left townA tiny screen's the only place I see you nowAnd I got nothing but well wishes for yaOoh, this place is the same as it ever wasOoh, but you won't like it that wayIt's never too late to come back to my sideThe stars in your eyes shined brighter in TupeloAnd if you're ever tired of bеing known for who you knowYou know that you'll always know me, Dorothea (Uh-uh)Dorothea (Ah-ah)Ooh, you'rе a queen sellin' dreams, sellin' makeup and magazinesOoh, from you, I'd buy anythingHey, Dorothea, do you ever stop and think about me?When it was calmer, skipping the prom just to piss off your mom and her pageant schemesAnd damn, Dorothea, they all wanna be yaBut are you still the same soul I met under the bleachers? Well"
57,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,coney island (feat. The National),275320,False,9,Taylor Swift,evermore,0.537,0.537,8,-11.266,0.0617,0.819,0.000904,0.142,0.292,107.895,66,
58,spotify:track:19CSr8rwW05VJL2F91KFNK,ivy,260440,True,10,Taylor Swift,evermore,0.515,0.545,2,-9.277,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,68,"How's one to know?I'd meet you where the spirit meets the bonesIn a faith-forgotten landIn from the snowYour touch brought forth an incandescent glowTarnished but so grandAnd the old widow goes to the stone every dayBut I don't, I just sit here and waitGrieving for the livingOh, goddamnMy pain fits in the palm of your freezing handTaking mine, but it's been promised to anotherOh, I can'tStop you putting roots in my dreamlandMy house of stone, your ivy growsAnd now I'm covered in youI wish to knowThe fatal flaw that makes you long to beMagnificently cursedHe's in the roomYour opal eyes are all I wish to seeHe wants what's only yours"
59,spotify:track:1XjHRolIXL2M1EEOUsGGR4,cowboy like me,275040,True,11,Taylor Swift,evermore,0.604,0.517,0,-9.014,0.0347,0.768,0.000155,0.123,0.511,127.967,66,"And the tennis court was covered upWith some tent-like thingAnd you asked me to danceBut I said, Dancin' is a dangerous gameOh, I thoughtThis is gonna be one of those thingsNow I knowI'm never gonna love againI've got some tricks up my sleeveTakes one to know oneYou're a cowboy like meNever wanted loveJust a fancy carNow I'm waiting by the phoneLike I'm sitting in an airport barYou had some tricks up your sleeveTakes one to know oneYou're a cowboy like me"
60,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,long story short,215920,False,12,Taylor Swift,evermore,0.546,0.73,0,-7.704,0.0417,0.66,0.179,0.0972,0.573,157.895,67,"​l​ong story short Lyrics Fatefully I tried to pick my battles 'til the battle picked me Misery Like the war of words I shouted in my sleep And you passed right by I was in the alley, surrounded on all sides The knife cuts both ways If the shoe fits, walk in it 'til your high heels break And I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Clung to the nearest lips Long story short, it was the wrong guy Now I'm all about you I'm all about you, ah Yeah, yeah I'm all about you, ah Yeah, yeah Actually I always felt I must look better in the rear view Missing me At the golden gates they once held the keys to When I dropped my sword I threw it in the bushes and knocked on your door And we live in peace But if someone comes at us, this time, I'm ready 'Cause I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Clung to the nearest lips Long story short, it was the wrong guy Now I'm all about you I'm all about you, ah Yeah, yeah I'm all about you No more keepin' score Now I just keep you warm (Keep you warm) No more tug of war Now I just know there's more (Know there's more) No more keepin' score Now I just keep you warm (Keep you warm) And my waves meet your shore Ever and evermore Past me I wanna tell you not to get lost in these petty things Your nemeses Will defeat themselves before you get the chance to swing And he's passing by Rare as the glimmer of a comet in the sky And he feels like home If the shoe fits, walk in it everywhere you go And I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Climbed right back up the cliff Long story short, I survived Now I'm all about you (And now) I'm all about you, ah (And now) I'm all about you (And now) I'm all about you, ah Yeah, yeah I'm all about you (And now) Yeah, yeah I'm all about you Long story short, it was a bad time Long story short, I survived"
61,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,marjorie,257773,False,13,Taylor Swift,evermore,0.535,0.561,5,-11.609,0.0484,0.876,0.000136,0.115,0.287,96.103,66,"​marjorie Lyrics Never be so kind You forget to be clever Never be so clever You forget to be kind And if I didn't know better I'd think you were talking to me now If I didn't know better I'd think you were still around What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive Never be so politе You forget your power Nevеr wield such power You forget to be polite And if I didn't know better I'd think you were listening to me now If I didn't know better I'd think you were still around What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive The autumn chill that wakes me up You loved the amber skies so much Long limbs and frozen swims You'd always go past where our feet could touch And I complained the whole way there The car ride back and up the stairs I should've asked you questions I should've asked you how to be Asked you to write it down for me Should've kept every grocery store receipt 'Cause every scrap of you would be taken from me Watched as you signed your name Marjorie All your closets of backlogged dreams And how you left them all to me What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive And if I didn't know better I'd think you were singing to me now If I didn't know better I'd think you were still around I know better But I still feel you all around I know better But you're still around"
62,spotify:track:35rdVq36LMHQX0Suw9a6tK,closure,180653,False,14,Taylor Swift,evermore,0.689,0.704,9,-10.813,0.245,0.835,4.83e-06,0.134,0.92,151.884,64,"It's been a long timeAnd seeing the shape of your nameStill spells out painIt wasn't rightThe way it all went downLooks like you know that nowYes, I got your letterYes, I'm doing betterIt cut deep to know ya, right to the boneYes, I got your letterYes, I'm doing betterI know that it's over, I don't need yourClosure, your closureDon't treat me likeSome situation that needs to be handledI'm fine with my spiteAnd my tears, and my beers and my candlesI can feel you smoothing me overYes, I got your letterYes, I'm doing bettеrIt cut deep to know ya, right to the boneYes, I got your lеtterYes, I'm doing betterI know that it's over, I don't need yourClosure, your closureYour closure, your closure"
63,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,evermore (feat. Bon Iver),304106,False,15,Taylor Swift,evermore,0.39,0.27,1,-10.673,0.0308,0.937,0.00227,0.111,0.32,125.177,68,
64,spotify:track:77sMIMlNaSURUAXq5coCxE,Fearless (Taylor’s Version),241591,False,1,Taylor Swift,Fearless (Taylor's Version),0.569,0.741,5,-4.963,0.0282,0.0122,0.0,0.333,0.43,100.118,71,"Fearless (Taylor’s Version) Lyrics There's something 'bout the way The street looks when it's just rained There's a glow off the pavement, you walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot, yeah Oh, yeah We're driving down the road, I wonder if you know I'm trying so hard not to get caught up now But you're just so cool, run your hands through your hair Absent-mindedly making me want you And I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fеarless So, baby, drive slow 'til we run out of road in this onе-horse town I wanna stay right here, in this passenger's seat You put your eyes on me In this moment now, capture it, remember it 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fearless Oh, oh Well, you stood there with me in the doorway My hands shake, I'm not usually this way but You pull me in and I'm a little more brave It's the first kiss, it's flawless, really something It's fearless Oh, yeah 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fearless 'Cause I don't know how it gets better than this You take my hand and drag me head first, fearless And I don't know why but with you I'd dance In a storm in my best dress, fearless Oh, oh Oh-oh, yeah"
65,spotify:track:2nqio0SfWg6gh2eCtfuMa5,Fifteen (Taylor’s Version),294419,False,2,Taylor Swift,Fearless (Taylor's Version),0.559,0.646,7,-4.61,0.0272,0.116,0.0,0.32,0.289,95.466,68,"You take a deep breath and you walk through the doorsIt's the mornin' of your very first dayYou say hi to your friends you ain't seen in a whileTry and stay out of everybody's wayIt's your freshman year and you're gonna be hereFor the next four years in this townHopin' one of those senior boys will wink at you and sayYou know, I haven't seen you around before'Cause when you're fifteen and somebody tells you they love youYou're gonna believe themAnd when you're fifteen, feelin' like there's nothin' to figure outWell, count to ten, take it inThis is life before you know who you're gonna beAt fifteenYou sit in class next to a redhead named AbigailAnd soon enough, you're best friendsLaughin' at the other girls who think they're so coolWe'll be outta here as soon as we canAnd then you're on your very first date and he's got a carAnd you're feelin' like flyin'And your mama's waitin' up and you're thinkin' he's the oneAnd you're dancin' 'round your room when the night endsWhen the night ends"
66,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),235766,False,3,Taylor Swift,Fearless (Taylor's Version),0.627,0.792,2,-4.311,0.031,0.13,3.97e-06,0.0845,0.415,119.054,75,"We were both young when I first saw youI close my eyes and the flashback startsI'm standing thereOn a balcony in summer airSee the lights, see the party, the ball gownsSee you make your way through the crowdAnd say, HelloLittle did I knowThat you were Romeo, you were throwing pebblesAnd my daddy said, Stay away from JulietAnd I was crying on the staircaseBegging you, Please don't go, and I saidRomeo, take me somewhere we can be aloneI'll be waiting, all there's left to do is runYou'll be the prince and I'll be the princessIt's a love story, baby, just say, YesSo I sneak out to the garden to see youWe keep quiet 'cause we're dead if they knewSo close your eyesEscape this town for a little while, oh, oh"
67,spotify:track:550erGcdD9n6PnwxrvYqZT,Hey Stephen (Taylor’s Version),254254,False,4,Taylor Swift,Fearless (Taylor's Version),0.788,0.571,6,-6.135,0.0296,0.106,0.0,0.0934,0.797,115.99,67,"Mmm-mm, mm-mmMmm-mm, mm-mmMmm-mm, mm-mm, yeahHey Stephen, I know looks can be deceivingBut I know I saw a light in youAnd as we walked we were talkingI didn't say half the things I wanted toOf all the girls tossing rocks at your windowI'll be the one waiting there even when it's coldHey Stephen, boy, you might have me believingI don't always have to be alone'Cause I can't help it if you look like an angelCan't help it if I wanna kiss you in the rain soCome feel this magic I've been feeling since I met youCan't help it if there's no one elseMmm, I can't help myselfHey Stephen, I've been holding back this feelingSo I got some things to say to youI've seen it all, so I thoughtBut I never seen nobody shine the way you doThe way you walk, way you talk, way you say my nameIt's beautiful, wonderful, don't you ever changeHey Stephen, why are people always leaving?I think you and I should stay the same"
68,spotify:track:5YL553x8sHderRBDlm3NM3,White Horse (Taylor’s Version),234515,False,5,Taylor Swift,Fearless (Taylor's Version),0.423,0.517,0,-7.377,0.0486,0.369,0.0,0.177,0.366,185.262,68,"White Horse (Taylor’s Version) Lyrics Say you're sorry, that face of an angel Comes out just when you need it to As I paced back and forth all this time 'Cause I honestly believed in you Holdin' on, the days drag on Stupid girl, I shoulda known, I shoulda known That I'm not a princess, this ain't a fairytale I'm not the one you'll sweep off her feet, lead her up the stairwell This ain't Hollywood, this is a small town I was a dreamer before you went and let me down Now it's too late for you and your white horse To come around Maybe I was naïve, got lost in your eyes And never really had a chance My mistake, I didn't know to bе in love You had to fight to have the uppеr hand I had so many dreams about you and me Happy endings, now I know That I'm not a princess, this ain't a fairytale I'm not the one you'll sweep off her feet, lead her up the stairwell This ain't Hollywood, this is a small town I was a dreamer before you went and let me down Now it's too late for you and your white horse To come around And there you are on your knees Beggin' for forgiveness, beggin' for me Just like I always wanted But I'm so sorry 'Cause I'm not your princess, this ain't our fairytale I'm gonna find someone someday Who might actually treat me well This is a big world, that was a small town There in my rearview mirror disappearing now And it's too late for you and your white horse Now it's too late for you and your white horse To catch me now Oh, whoa, whoa, whoa Try and catch me now, oh It's too late to catch me now"
69,spotify:track:1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),231124,False,6,Taylor Swift,Fearless (Taylor's Version),0.632,0.773,6,-4.856,0.0346,0.0623,0.0,0.0885,0.474,130.033,76,"You're on the phone with your girlfriend, she's upsetShe's going off about something that you said'Cause she doesn't get your humor like I doI'm in my room, it's a typical Tuesday nightI'm listening to the kind of music she doesn't likeAnd she'll never know your story like I do'Cause she wears short skirts, I wear T-shirtsShe's Cheer Captain and I'm on the bleachersDreaming 'bout the day when you wake up and findThat what you're looking for has been here the whole timeIf you could see that I'm the onе who understands youBeen here all along, so why can't you see?You bеlong with me, you belong with meWalking the streets with you and your worn-out jeansI can't help thinking this is how it ought to beLaughing on a park bench, thinking to myselfHey, isn't this easy?And you've got a smile that could light up this whole townI haven't seen it in a while since she brought you downYou say you're fine, I know you better than thatHey, whatcha doing with a girl like that?"
70,spotify:track:7HC7R2D8WjXVcUHJyEGjRs,Breathe (feat. Colbie Caillat) (Taylor’s Version),263377,False,7,Taylor Swift,Fearless (Taylor's Version),0.506,0.626,1,-6.066,0.0287,0.156,0.0,0.228,0.321,148.035,66,
71,spotify:track:0k0vFacOHNuArLWMiH60p7,Tell Me Why (Taylor’s Version),200575,False,8,Taylor Swift,Fearless (Taylor's Version),0.578,0.909,7,-3.669,0.0628,0.0222,0.0,0.333,0.541,100.023,64,"I took a chance, I took a shotAnd you might think I'm bulletproof, but I'm notYou took a swing, I took it hardAnd down here from the ground, I see who you areI'm sick and tired of your attitudeI'm feeling like I don't know youYou tell me that you love me, then cut me downAnd I need you like a heartbeatBut you know you got a mean streakMakes me run for cover when you're aroundHere's to you and your temperYes, I remember what you said last nightAnd I know that you see what you're doin' to meTell me whyWell, you could write a book onHow to ruin someone's perfеct dayWell, I get so confused and frustratеdForget what I'm tryin' to say, ohI'm sick and tired of your reasonsI got no one to believe inYou tell me that you want me, then push me aroundAnd I need you like a heartbeatBut you know you got a mean streakMakes me run for cover when you're aroundHere's to you and your temperYes, I remember what you said last nightAnd I know that you see what you're doin' to meTell me why"
72,spotify:track:6iiAfo4wTA2CVC3Uwx9uh8,You’re Not Sorry (Taylor’s Version),261842,False,9,Taylor Swift,Fearless (Taylor's Version),0.506,0.444,6,-4.99,0.0285,0.0538,0.0,0.123,0.241,133.873,66,"You’re Not Sorry (Taylor’s Version) Lyrics All this time I was wasting hoping you would come around I've been giving out chances every time and all you do is let me down And it's taken me this long, baby, but I've figured you out And you're thinking we'll be fine again, but not this time around You don't have to call anymore I won't pick up the phone This is the last straw Don't wanna hurt anymore And you can tell me that you're sorry But I don't believe you, baby, like I did before You're not sorry No, no, oh-oh You're looking so innocent, I might believe you if I didn't know Could've loved you all my life if you hadn't lеft me waiting in the cold And you've got your sharе of secrets And I'm tired of being last to know, oh And now you're asking me to listen 'Cause it's worked each time before But you don't have to call anymore I won't pick up the phone This is the last straw Don't wanna hurt anymore And you can tell me that you're sorry But I don't believe you, baby, like I did before You're not sorry No, no, oh-oh You're not sorry No, no, oh-oh You had me crawling for you, honey And it never would've gone away, no You used to shine so bright, but I watched all of it fade So you don't have to call anymore I won't pick up the phone This is the last straw There's nothing left to beg for And you can tell me that you're sorry But I don't believe you, baby, like I did before You're not sorry No, no, oh-oh You're not sorry No, no, oh-oh No, no, no, no, no, no, no, no, no, no, no, no Woah, oh, oh oh, oh oh oh Oh, oh, oh, no, no, no, no, no, no"
73,spotify:track:22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),243136,False,10,Taylor Swift,Fearless (Taylor's Version),0.402,0.732,5,-4.665,0.0484,0.0033,0.0,0.108,0.472,161.032,74,"He is sensible and so incredibleAnd all my single friends are jealousHe says everything I need to hear and it's likeI couldn't ask for anything betterHe opens up my door and I get into his carAnd he says, You look beautiful tonightAnd I feel perfectly fineBut I miss screaming and fighting and kissing in the rainAnd it's 2AM and I'm cursing your nameYou're so in love that you act insaneAnd that's the way I loved youBreaking down and coming undoneIt's a rollercoaster kind of rushAnd I never knew I could feel that muchAnd that's the way I loved youHe respects my spaceAnd never makes me waitAnd he calls exactly when he says he willHe's close to my motherTalks business with my fatherHe's charming and endearingAnd I'm comfortable"
